"question_id","participant_id","answer","time","correct"
11,6,"none                                              ","36.511","yes                                               "
10,6,"collider                                          ","24.464","yes                                               "
7,6,"collider                                          ","30.328","yes                                               "
3,6,"confounder                                        ","17.994","yes                                               "
24,6,"collider                                          ","31.766","yes                                               "
2,6,"confounder                                        ","24.84","yes                                               "
4,6,"collider                                          ","55.112","yes                                               "
17,6,"collider                                          ","69.903","yes                                               "
20,6,"collider                                          ","33.822","yes                                               "
1,6,"collider                                          ","14.04","yes                                               "
15,6,"confounder                                        ","25.429","yes                                               "
22,6,"none                                              ","43.474","no                                                "
6,6,"confounder                                        ","14.104","yes                                               "
21,6,"confounder                                        ","18.233","yes                                               "
23,6,"confounder                                        ","53.127","yes                                               "
8,6,"confounder                                        ","13.303","yes                                               "
5,6,"collider                                          ","34.462","yes                                               "
13,6,"collider                                          ","23.384","yes                                               "
12,6,"none                                              ","22.214","yes                                               "
20,7,"none                                              ","39.542","no                                                "
23,7,"none                                              ","40.446","no                                                "
1,7,"collider                                          ","18.776","yes                                               "
3,7,"confounder                                        ","32.129","yes                                               "
13,7,"collider                                          ","27.445","yes                                               "
18,7,"none                                              ","34.064","no                                                "
22,7,"collider                                          ","31.24","yes                                               "
15,7,"confounder                                        ","28.711","yes                                               "
14,7,"confounder                                        ","20.862","yes                                               "
11,7,"none                                              ","13.904","yes                                               "
7,7,"collider                                          ","24.249","yes                                               "
6,7,"confounder                                        ","20.127","yes                                               "
8,7,"confounder                                        ","16.255","yes                                               "
21,7,"none                                              ","14.25","no                                                "
24,7,"collider                                          ","37.264","yes                                               "
5,7,"collider                                          ","37.07","yes                                               "
19,7,"collider                                          ","148.79","yes                                               "
10,7,"collider                                          ","12.047","yes                                               "
4,7,"collider                                          ","20.436","yes                                               "
12,7,"none                                              ","22.239","yes                                               "
2,7,"confounder                                        ","23.394","yes                                               "
9,7,"confounder                                        ","23.359","yes                                               "
17,7,"collider                                          ","44.474","yes                                               "
16,7,"none                                              ","27.928","yes                                               "
6,8,"confounder                                        ","11.575","yes                                               "
22,8,"collider                                          ","28.527","yes                                               "
9,8,"confounder                                        ","18.145","yes                                               "
23,8,"confounder                                        ","20.104","yes                                               "
4,8,"collider                                          ","23.024","yes                                               "
8,8,"confounder                                        ","13.079","yes                                               "
1,8,"collider                                          ","21.672","yes                                               "
16,8,"none                                              ","15.719","yes                                               "
14,8,"collider                                          ","13.159","no                                                "
7,8,"collider                                          ","13.208","yes                                               "
10,8,"collider                                          ","6","yes                                               "
15,8,"confounder                                        ","6.352","yes                                               "
5,8,"collider                                          ","12.544","yes                                               "
18,8,"collider                                          ","22.008","yes                                               "
12,8,"none                                              ","14.167","yes                                               "
11,8,"none                                              ","17.614","yes                                               "
13,8,"collider                                          ","39.544","yes                                               "
19,8,"collider                                          ","15.992","yes                                               "
21,8,"confounder                                        ","12.903","yes                                               "
20,8,"collider                                          ","23.199","yes                                               "
24,8,"collider                                          ","21.573","yes                                               "
17,8,"collider                                          ","7.823","yes                                               "
3,8,"confounder                                        ","11.576","yes                                               "
2,8,"confounder                                        ","21.638","yes                                               "
5,9,"collider                                          ","13.385","yes                                               "
21,9,"confounder                                        ","32.71","yes                                               "
8,9,"confounder                                        ","14.505","yes                                               "
22,9,"collider                                          ","18.511","yes                                               "
24,9,"collider                                          ","28.063","yes                                               "
3,9,"confounder                                        ","14.982","yes                                               "
7,9,"confounder                                        ","15.368","no                                                "
15,9,"confounder                                        ","28.512","yes                                               "
13,9,"collider                                          ","30.968","yes                                               "
6,9,"confounder                                        ","34.063","yes                                               "
9,9,"confounder                                        ","15.951","yes                                               "
14,9,"confounder                                        ","53.688","yes                                               "
4,9,"collider                                          ","18.355","yes                                               "
17,9,"collider                                          ","14.322","yes                                               "
11,9,"none                                              ","10.986","yes                                               "
10,9,"collider                                          ","14.752","yes                                               "
12,9,"none                                              ","23.264","yes                                               "
18,9,"collider                                          ","30.957","yes                                               "
20,9,"collider                                          ","19.896","yes                                               "
19,9,"collider                                          ","89.446","yes                                               "
23,9,"collider                                          ","43.199","no                                                "
16,9,"none                                              ","27.234","yes                                               "
2,9,"confounder                                        ","18.384","yes                                               "
1,9,"collider                                          ","26.533","yes                                               "
12,10,"collider                                          ","47.943","no                                                "
15,10,"confounder                                        ","16.734","yes                                               "
5,10,"collider                                          ","75.791","yes                                               "
10,10,"collider                                          ","36.477","yes                                               "
14,10,"confounder                                        ","11.792","yes                                               "
7,10,"collider                                          ","35.4","yes                                               "
6,10,"confounder                                        ","22.992","yes                                               "
22,10,"collider                                          ","58.295","yes                                               "
3,10,"confounder                                        ","61.175","yes                                               "
20,10,"collider                                          ","65.392","yes                                               "
13,10,"collider                                          ","41.432","yes                                               "
16,10,"none                                              ","32.711","yes                                               "
21,10,"confounder                                        ","115.078","yes                                               "
11,10,"none                                              ","77.55","yes                                               "
24,10,"collider                                          ","100.79","yes                                               "
18,10,"confounder                                        ","58.479","no                                                "
2,10,"confounder                                        ","33.046","yes                                               "
17,10,"confounder                                        ","69.831","no                                                "
19,10,"none                                              ","42.775","no                                                "
4,10,"collider                                          ","72.783","yes                                               "
1,10,"collider                                          ","34.719","yes                                               "
23,10,"none                                              ","50.36","no                                                "
9,10,"confounder                                        ","93.999","yes                                               "
8,10,"confounder                                        ","58.551","yes                                               "
8,11,"confounder                                        ","5.393","yes                                               "
9,11,"confounder                                        ","6.902","yes                                               "
11,11,"none                                              ","8.433","yes                                               "
21,11,"confounder                                        ","29.47","yes                                               "
23,11,"none                                              ","5.825","no                                                "
22,11,"none                                              ","18.064","no                                                "
2,11,"confounder                                        ","4.743","yes                                               "
19,11,"collider                                          ","20.13","yes                                               "
15,11,"confounder                                        ","7.946","yes                                               "
14,11,"confounder                                        ","14.627","yes                                               "
16,11,"none                                              ","15.813","yes                                               "
1,11,"collider                                          ","15.626","yes                                               "
13,11,"collider                                          ","29.865","yes                                               "
4,11,"collider                                          ","11.207","yes                                               "
18,11,"collider                                          ","17.424","yes                                               "
12,11,"none                                              ","15.6","yes                                               "
5,11,"confounder                                        ","42.687","no                                                "
20,11,"collider                                          ","22.727","yes                                               "
7,11,"collider                                          ","16.079","yes                                               "
6,11,"confounder                                        ","15.943","yes                                               "
10,11,"confounder                                        ","16.728","no                                                "
17,11,"collider                                          ","26.688","yes                                               "
3,11,"confounder                                        ","11.253","yes                                               "
24,11,"collider                                          ","25.938","yes                                               "
